Iteration,LogLikelihood
0,-13149.273578500004
1,-1606.152312418514
2,-1327.5095071800993
3,-1111.0491526281514
4,-990.5760261925958
5,-824.5906181789982
6,-768.4664821930836
7,-712.6122398595494
8,-698.4899496979327
9,-681.0031099131176
10,-662.009254800595
11,-609.1712830109855
12,-654.0501426714837
13,-558.9495017676167
14,-631.2836578031652
15,-586.8744887295511
16,-623.4528530968469
17,-630.784268193266
18,-609.24047176577
19,-618.5771016682543
20,-634.1104147082557
21,-592.8570826758984
22,-582.4502341361916
23,-663.7316529024589
24,-615.8659676005274
25,-618.4674425757802
26,-620.2984771871205
27,-607.7994505211551
28,-631.9153527357315
29,-636.5343390612255
30,-675.5096755061461
31,-648.651933123632
32,-561.7035555963071
33,-610.9311131042377
34,-630.7952349848065
35,-627.9075518467498
36,-645.8795493012117
37,-623.7026134233664
38,-587.1390508129616
39,-606.2659168636696
40,-548.632804331228
41,-591.9066782865589
42,-596.5566963287314
43,-596.2448368666762
44,-636.6788361622181
45,-650.8931637699854
46,-581.2593275474015
47,-575.1812216962502
48,-638.6687539734227
49,-638.5978316218522
50,-607.3510940196799
51,-642.2817641228467
52,-611.9468753428123
53,-596.8512165943399
54,-632.6878517242984
55,-618.7158410913196
56,-590.8211095852932
57,-584.7740791182805
58,-584.3885051764923
59,-576.2122302422644
60,-600.2981503918553
61,-628.7765094589865
62,-596.9262383057193
63,-560.5274189410458
64,-592.5304756388175
65,-589.6652914818293
66,-589.8742136541457
67,-600.2176884355468
68,-597.6777090709915
69,-574.7696528550027
70,-577.8487054788917
71,-624.3265468661778
72,-672.1898583827718
73,-594.0306476619518
74,-572.0405271212397
75,-613.9692880598269
76,-632.7196223830331
77,-588.6614441366413
78,-610.7918553442252
79,-604.8970609539094
80,-650.986142651018
81,-620.108065925686
82,-629.457484841352
83,-641.8677258874066
84,-629.1454479291735
85,-590.9268219860909
86,-614.3752565897363
87,-614.4209792825961
88,-601.4153794873881
89,-583.2142078285575
90,-634.5592823447274
91,-604.7466046967293
92,-593.0882013789949
93,-624.9169338764193
94,-628.283376795499
95,-601.3865559557948
96,-579.9410392508669
97,-577.2673755093875
98,-598.6937343262795
99,-574.518347922045
100,-587.8225121981195
101,-603.7847152373488
102,-596.7349716855803
103,-612.7385915529635
104,-597.4785213591475
105,-631.3061164931607
106,-656.2111453400692
107,-639.1822361826993
108,-614.2719942089839
109,-620.0198322852914
110,-613.3883554510992
111,-588.7608864164524
112,-608.0258865951408
113,-632.7605018011972
114,-597.5302615388077
115,-606.7126425028043
116,-590.6384694202064
117,-617.7174338666551
118,-605.8140885193527
119,-602.0813327320276
120,-558.0017093427185
121,-575.5026415457382
122,-611.7687548449569
123,-585.2658722029446
124,-588.1124962704552
125,-618.3039893191144
126,-583.3442396252309
127,-593.2082871020211
128,-605.4111930452233
129,-658.0502290954156
130,-596.3629296012224
131,-658.5255978717233
132,-602.5405533720365
133,-592.6087511350526
134,-578.5792424714124
135,-600.5337018674574
136,-623.398844636657
137,-596.5942018236285
138,-585.6776045936765
139,-614.8700888806743
140,-627.2344902363951
141,-642.651008684225
142,-636.3387103080795
143,-557.0757325486326
144,-608.9670635249172
145,-639.1328396228071
146,-610.2066392669119
147,-597.315707765306
148,-582.7414207491578
149,-613.3190671170041
150,-587.8431539804342
151,-585.0800119193422
152,-592.9814621467291
153,-586.3763669399906
154,-602.0757071726557
155,-587.1784436619366
156,-598.6415475391549
157,-626.0898467095063
158,-620.6107449460094
159,-605.5909724020546
160,-631.5024868767879
161,-636.3484589046226
162,-642.0545426724519
163,-597.0914314468953
164,-628.2258119772035
165,-684.7395736408398
166,-657.6316295431432
167,-644.8866883050151
168,-623.3542738463887
169,-605.5321156370998
170,-597.7263709973795
171,-631.2267373210552
172,-665.456690255504
173,-641.9403348392713
174,-600.260302436414
175,-595.4212877951228
176,-604.4289796697565
177,-572.1257757115726
178,-604.450725449465
179,-614.4967896218478
180,-585.45918290055
181,-634.7028096001733
182,-635.3091833478861
183,-581.506952062663
184,-583.8616197393095
185,-601.2394011117341
186,-588.1576110082651
187,-582.8237245137789
188,-584.5077942342735
189,-622.6388429525117
190,-614.3412564715394
191,-615.6335976524986
192,-600.956856591349
193,-580.2196570952642
194,-600.6516455117284
195,-611.7710892013744
196,-587.9177977463756
197,-600.801602545063
198,-592.207250275502
199,-617.8883414209723
200,-615.1400310520152
201,-661.9435470223877
202,-624.7829226361457
203,-590.8517047502834
204,-608.540467536342
205,-595.6710693314296
206,-556.4996329066652
207,-626.4436275168356
208,-614.5824487284964
209,-638.8377109374863
210,-649.4021944390249
211,-611.7253193415517
212,-600.8896983759887
213,-610.2621057082084
214,-582.2210947690858
215,-618.4205458106856
216,-623.8274185054933
217,-592.625052612195
218,-595.1320019331421
219,-603.8656645431178
220,-619.9740294965792
221,-594.1820860177127
222,-605.5854359276334
223,-579.317917601054
224,-573.365331356995
225,-598.0326015276171
226,-582.6684773889476
227,-578.5921949978544
228,-588.4115096286596
229,-627.0784998844398
230,-571.4118874148712
231,-573.4178297982759
232,-608.4300988327483
233,-621.5605630882205
234,-632.4510804242648
235,-632.5658523106174
236,-643.3862698905881
237,-600.2542156906402
238,-636.1115928249728
239,-590.0157762516174
240,-609.478322335765
241,-606.6500986593232
242,-625.9443448691359
243,-588.3357576083164
244,-611.4654327263285
245,-665.2361360365993
246,-620.61438902153
247,-617.4516691957045
248,-610.7379002655414
249,-580.2668785633027
250,-579.6269450623954
