Iteration,LogLikelihood
0,-12636.415829619289
1,-6176.589569013071
2,-6043.776010778143
3,-5492.453512007818
4,-6020.124060526503
5,-5575.999512249615
6,-5858.74293712839
7,-5614.623469730955
8,-5648.226471183297
9,-5463.830516250436
10,-5727.483042184286
11,-5695.673474055803
12,-5800.915989158673
13,-5717.640524501703
14,-5696.203423298626
15,-5564.376337330021
16,-5677.943252678163
17,-5624.754229097144
18,-5595.369735792365
19,-5564.786870253423
20,-5697.321442575934
21,-5657.945360089121
22,-5671.253215596683
23,-5597.681687737151
24,-5599.229794943325
25,-5609.716669442711
26,-5631.6798030535665
27,-5641.818665499882
28,-5592.176318567634
29,-5684.301724028726
30,-5752.366427825995
31,-5682.436571391011
32,-5685.445805157512
33,-5574.425910649944
34,-5733.569784562685
35,-5617.665331405707
36,-5590.567035603711
37,-5601.254837109034
38,-5656.313109893235
39,-5674.41763378912
40,-5639.595324314319
41,-5661.9799860408975
42,-5695.7373103012305
43,-5648.075298443789
44,-5655.519630660998
45,-5713.925562489008
46,-5631.7099672923605
47,-5625.9719285634055
48,-5659.866689402437
49,-5641.615278464011
50,-5588.96666252461
51,-5644.983155486879
52,-5628.888210071644
53,-5721.479676941524
54,-5665.833015506792
55,-5654.34332097725
56,-5700.134053309837
57,-5744.515858402012
58,-5681.115725403806
59,-5750.162990652519
60,-5682.3960043275865
61,-5655.077843556768
62,-5687.82811006658
63,-5723.540323169418
64,-5645.20826462138
65,-5676.126698439944
66,-5584.7247026216455
67,-5630.2669066570825
68,-5680.074780208262
69,-5712.3816941569185
70,-5647.501491401234
71,-5785.398586450761
72,-5653.641219635922
73,-5654.291127832574
74,-5604.964228170656
75,-5577.574052698864
76,-5596.080760674273
77,-5662.955653732909
78,-5589.39759456647
79,-5632.483577777812
80,-5680.441744343244
81,-5603.760529554953
82,-5578.440160573541
83,-5541.40339786997
84,-5581.59916250975
85,-5643.917604639311
86,-5719.278106443833
87,-5687.613153391078
88,-5716.196369365976
89,-5576.3826985631695
90,-5688.695592693556
91,-5626.3999395607825
92,-5585.1030169637215
93,-5614.8634055891125
94,-5643.438400844668
95,-5693.977451636548
96,-5699.8857754305645
97,-5650.322475471536
98,-5646.912133141697
99,-5671.724751585716
100,-5668.144956446594
