Iteration,LogLikelihood
0,-13157.33532495262
1,-5299.60588439555
2,-5073.981752446343
3,-4918.262293813659
4,-4894.763304219012
5,-4842.021890254692
6,-4853.357999339736
7,-4862.585786362057
8,-4918.247140483255
9,-4891.617161256747
10,-4886.601993775918
11,-4926.196231548689
12,-4905.925370732633
13,-4859.592705546633
14,-4875.995799024259
15,-4907.277190376666
16,-4902.98724229366
17,-4890.776454095214
18,-4930.344033963071
19,-4901.65602496108
20,-4961.186166334506
21,-4941.261742060899
22,-4920.595961374989
23,-4958.353978392046
24,-4904.035392824199
25,-4944.395596823699
26,-4913.805369954429
27,-4927.755195293174
28,-4951.709157437109
29,-4929.16417566067
30,-4915.063880648592
31,-4888.0975155394935
32,-4909.575265991573
33,-4913.504026718294
34,-4909.673085708544
35,-4932.412392844317
36,-4914.147198476514
37,-4907.162013977341
38,-4913.0318789279745
39,-4899.905596062106
40,-4888.107129550166
41,-4881.955222653843
42,-4933.426020247093
43,-4929.163707907801
44,-4955.869883224952
45,-5046.687945908172
46,-4971.807494807836
47,-4927.498794755934
48,-4899.194451784655
49,-4884.756722832372
50,-4911.653636830576
51,-4925.5973750232515
52,-4912.257716899068
53,-4913.631157461348
54,-4939.5947264909955
55,-4956.154948702618
56,-4931.500431631788
57,-4916.734325127781
58,-4855.896749399893
59,-4915.228105870455
60,-4960.466775264895
61,-4896.981586020205
62,-4897.096460277219
63,-4922.435470111295
64,-4902.684594599499
65,-4939.410643772091
66,-4878.201075009918
67,-4919.512978018062
68,-4932.095798097025
69,-4924.065969040071
70,-4895.741323943012
71,-4968.765805169826
72,-4912.934079915852
73,-4911.818334002126
74,-4864.355384124215
75,-4969.585001830971
76,-4876.966879097553
77,-4840.884256929495
78,-4893.757553359317
79,-4896.935396430739
80,-4872.006441817378
81,-4925.469331474497
82,-4907.897603243064
83,-4840.583913656467
84,-4907.385200082645
85,-4926.874416062545
86,-4874.50274971432
87,-4944.272453739977
88,-4898.0542060119715
89,-4857.136965555868
90,-4870.500477998491
91,-4823.137729521841
92,-4885.438316853826
93,-4944.106199827136
94,-4906.386405108515
95,-4943.777081184915
96,-4819.517492372029
97,-4946.045723970907
98,-4876.255671179887
99,-4911.96455425791
100,-4968.806792940061
