Iteration,LogLikelihood
0,-13157.33532495262
1,-5420.032636457725
2,-5129.416623544638
3,-5051.0629072960055
4,-4981.23680515596
5,-4939.130629364801
6,-4944.765706425416
7,-4964.915502672265
8,-4937.764936023379
9,-4908.680315459944
10,-4925.2669285923
11,-4948.403274183068
12,-4960.616085510634
13,-5055.847300776468
14,-5095.096336193539
15,-5033.057478881434
16,-5009.934833925354
17,-4956.8305012277
18,-4938.402960676935
19,-4956.876311008689
20,-5018.4294520534695
21,-5008.349787001371
22,-5110.691146043011
23,-4966.830287445538
24,-4973.39998634757
25,-5097.625508575463
26,-4995.311250594592
27,-5048.335819505157
28,-4964.078212854961
29,-4970.922300666086
30,-4952.18543560125
31,-4982.063445686058
32,-4950.758688181582
33,-4939.663847217104
34,-4912.956204331169
35,-4947.841667325405
36,-4930.185429683978
37,-4958.262487818012
38,-4908.794480204808
39,-4966.563393995812
40,-4991.121160418147
41,-4935.864431432901
42,-4968.222276643306
43,-4890.970874080963
44,-4974.991979955249
45,-5014.268023505752
46,-4955.1757035373785
47,-4884.996521547262
48,-4931.189938826401
49,-4990.8705151635
50,-4981.073428690084
51,-5004.704375951368
52,-4952.7631432144535
53,-4952.933138868488
54,-4913.188806918789
55,-4934.2990972815205
56,-4918.353070767438
57,-4969.985932132026
58,-5050.166503968538
59,-5092.308443732376
60,-5064.757339725253
61,-5035.67382812474
62,-5075.284614849653
63,-4973.882979939081
64,-4964.792090269677
65,-4994.383957682163
66,-5007.874163102248
67,-5010.645594215854
68,-5042.47938087771
69,-5018.973937718229
70,-4987.189113227289
71,-4957.0969204051835
72,-4983.637042185425
73,-4999.178404641437
74,-4985.562613987355
75,-4887.137539894263
76,-5012.456094179283
77,-4996.600825421853
78,-4946.005421962248
79,-4968.411226326656
80,-5003.92456505085
81,-5068.6406094349395
82,-4945.178946984435
83,-4954.370029505062
84,-5015.135744987131
85,-4893.497797935866
86,-4955.1169701095805
87,-4932.159296952101
88,-5025.923036755439
89,-5047.68259369938
90,-4929.346185027989
91,-4946.813730999546
92,-5008.92033273717
93,-4950.007421972146
94,-4934.495493158681
95,-4984.493349073287
96,-4981.944949601191
97,-4984.5400009381365
98,-5050.954941360657
99,-4946.084402290822
100,-4967.377848085161
