Iteration,LogLikelihood
0,-11606.563146423223
1,-4056.9655716461725
2,-4056.5282223514246
3,-3999.811353082102
4,-3987.0827216891867
5,-4054.8873386030155
6,-3922.2371939138156
7,-4002.2171944731167
8,-3886.9067155881867
9,-3879.10283022424
10,-3956.7245741538095
11,-3926.8888043514785
12,-4002.3711595186614
13,-4071.611496180696
14,-3999.5493407823897
15,-4036.437270980311
16,-4032.0513184652577
17,-4014.1089840619247
18,-3973.4489039721743
19,-4036.9999583759127
20,-4061.4982386121856
21,-3943.5314998333797
22,-3876.2151273555587
23,-3917.161659495552
24,-3978.982124544335
25,-3968.622819614309
26,-4032.690687357589
27,-4005.0232294989537
28,-3947.4675052454804
29,-3936.6925518889025
30,-3986.971564123416
31,-3926.07823119556
32,-4027.0694385857037
33,-4062.3869195717625
34,-3968.981273781051
35,-3992.6638343056875
36,-3990.8866605390367
37,-3963.732381364448
38,-3940.8173844291605
39,-3936.0479980379
40,-3901.705111850666
41,-3962.835094047009
42,-3928.3606535012887
43,-3997.9297580889856
44,-4037.801764005676
45,-3976.6467227383446
46,-3978.8779294684973
47,-3977.612803078693
48,-3970.4915148916643
49,-3923.036900707013
50,-3820.516509518019
51,-3940.497683469406
52,-3853.4030756937655
53,-3858.076120118363
54,-3977.2841515377736
55,-4023.8381798160776
56,-4034.719146307064
57,-4012.021967078479
58,-3973.3533245720073
59,-3863.1574505867
60,-3968.562274040323
61,-3961.9027179202303
62,-3956.3654538882165
63,-3988.3007562580847
64,-4004.671144509899
65,-4028.329186994524
66,-4066.444127103999
67,-4025.4496093547523
68,-3951.5352791684886
69,-4038.2636737886505
70,-3923.022271958379
71,-3946.9317641190864
72,-3934.835824258381
73,-4015.538943141546
74,-4037.806352743017
75,-3995.8785191152197
76,-3963.6104964941
77,-4024.785089280606
78,-4001.8928972315457
79,-3928.882784307242
80,-4005.11424940874
81,-3929.0364745576303
82,-3911.8502537461372
83,-3982.3319614027287
84,-4017.877708644198
85,-4013.3428528479253
86,-4141.833655061134
87,-3910.2083019932707
88,-3981.360962016977
89,-4027.1755678595864
90,-4058.9099681626553
91,-3937.5665106839997
92,-3997.6550974549828
93,-4019.5527722965635
94,-4049.281372201028
95,-4039.957610798545
96,-4000.0895854889723
97,-3988.461510025283
98,-3980.707158275005
99,-3997.279304444462
100,-3893.975433709738
