Iteration,LogLikelihood
0,-13113.40459465262
1,-5106.944165949653
2,-4874.372304034172
3,-4912.111307897057
4,-4941.645055180338
5,-4901.203949500864
6,-4876.361864743592
7,-4952.691672346879
8,-4953.4627190881965
9,-4952.804665585558
10,-4931.566253070288
11,-4930.236421997019
12,-4930.056383425056
13,-4980.332498194809
14,-5018.786139867735
15,-4905.664494313472
16,-4951.650920119893
17,-4963.405991880702
18,-4940.559575920045
19,-4939.223288933816
20,-4945.483232866253
21,-4955.307007060281
22,-4947.005398370732
23,-4935.719662490209
24,-4945.106199718859
25,-4970.990781845762
26,-4978.004910640123
27,-5050.2225433931335
28,-4976.724496404026
29,-4916.9812775952005
30,-4925.8250205963795
31,-4964.102532741288
32,-4913.915806046698
33,-4917.598074234081
34,-4969.467681498059
35,-4963.931692498591
36,-5009.079439743606
37,-5015.111275232328
38,-4977.54085600724
39,-4943.089302308274
40,-4940.438545401125
41,-4948.451883146229
42,-4917.340931811837
43,-4944.124183238827
44,-4944.545184314779
45,-5008.84423188684
46,-4960.805169072131
47,-4985.946818342283
48,-4992.78034595489
49,-4940.945490940045
50,-4950.00317677573
51,-4913.621925055228
52,-4951.072293105744
53,-4943.711824405218
54,-4943.433717940052
55,-4936.253135677121
56,-5005.147130416282
57,-4969.9304452344095
58,-4970.653013747941
59,-4883.028505976069
60,-4899.8324526583065
61,-4948.868603648909
62,-4960.769278559698
63,-4902.9812383746175
64,-4921.73432206644
65,-4969.605489524783
66,-4995.543153391788
67,-5014.36225090339
68,-4959.486817194537
69,-4994.065544937453
70,-4984.197316874933
71,-4943.3127799352515
72,-4946.445044053468
73,-4993.807799194684
74,-4879.724207596584
75,-4901.468252916112
76,-4947.206039186161
77,-4946.296852005532
78,-4865.0641291941365
79,-4920.283956053442
80,-4911.106873728499
81,-4934.841866038752
82,-4963.307071397539
83,-4938.4463709064685
84,-4889.441471026359
85,-4977.188247733132
86,-4940.218301582215
87,-4958.24505250636
88,-4910.284983683194
89,-4929.795294868122
90,-4935.1544898683005
91,-4938.663563799346
92,-4944.725349686995
93,-4939.61872285828
94,-4950.893288897703
95,-4945.272441699384
96,-4935.133539146434
97,-4980.693391313041
98,-4967.990069342741
99,-4980.8459862053205
100,-4977.007948352792
101,-4943.471493646889
102,-4957.675158827725
103,-4932.329709345125
104,-4949.2277888165745
105,-4981.573130335346
106,-4923.004412704733
107,-4952.013414827886
108,-4955.819109065194
109,-4978.010500240326
110,-5006.755870358088
111,-4955.38484241575
112,-4993.730895511014
113,-4937.475282629943
114,-4930.525380277571
115,-4913.566618779579
116,-4899.43912417074
117,-4963.754524972706
118,-4938.219269490216
119,-4925.786830244628
120,-4943.591115092189
121,-4921.66141686284
122,-4967.358330057157
123,-4922.03839146827
124,-4922.592675608091
125,-4960.889766013941
126,-4973.643041182118
127,-4923.617386255728
128,-4984.973241516576
129,-4932.1568069345185
130,-4945.6406069371615
131,-4925.953940383445
132,-4972.5964830341845
133,-4963.079922911832
134,-4943.448659109633
135,-4951.2280486189875
136,-4909.276789851783
137,-4981.341142113011
138,-4901.818458326541
139,-5006.967694209616
140,-4913.036210657384
141,-4979.73532164049
142,-4974.490971477902
143,-4917.621462633859
144,-5003.215229529082
145,-4961.100339514153
146,-4991.60820200031
147,-4938.4220465380695
148,-4923.466103767413
149,-4880.462600741934
150,-4957.882220551296
151,-4903.341801794633
152,-4895.607440084244
153,-4953.656875492872
154,-4957.447821477493
155,-4990.445180991568
156,-4922.915043833693
157,-4941.244732024469
158,-4969.555276708877
159,-5018.026910083671
160,-5002.090296177676
161,-4926.12775202352
162,-4921.681267902147
163,-4975.58684463432
164,-4917.584266294485
165,-4992.944034892956
166,-4996.795055470763
167,-4916.760660311525
168,-4925.537017371079
169,-4984.22014869734
170,-4914.69436748555
171,-4926.4695564753565
172,-4940.975097859811
173,-4978.608054037306
174,-4906.897461605224
175,-4953.640176744568
176,-4902.971376916845
177,-4969.017082834621
178,-4967.958979911196
179,-5016.650902020639
180,-4956.885967041173
181,-4958.8026839066915
182,-4903.823096693217
183,-4921.08620430316
184,-4952.641887404747
185,-4922.805392738089
186,-4982.656192592594
187,-4949.468824695534
188,-5010.453638570485
189,-4951.242731024373
190,-4978.915268481573
191,-4981.584144044694
192,-4967.110440848962
193,-4977.328173521423
194,-4913.628594275432
195,-4914.980751508286
196,-4950.250093853992
197,-4926.819035384418
198,-4923.202473726965
199,-4930.9103086465975
200,-4954.547136295735
201,-4918.999349564986
202,-4979.117739795566
203,-4946.9037841310455
204,-4915.075432129448
205,-4980.022495525248
206,-4915.768816571996
207,-4945.271090390731
208,-4940.1594568686605
209,-4962.02214815147
210,-4990.18862925105
211,-4928.586718584115
212,-4900.752668800931
213,-4943.24579904704
214,-4977.306193557786
215,-4930.602096493971
216,-4917.714006744616
217,-4964.64244611838
218,-4959.474653989805
219,-4931.633815130392
220,-4906.409876478267
221,-4918.225668975423
222,-4870.986132895395
223,-4895.512356407842
224,-4924.4973480501885
225,-4877.329193506537
226,-4891.413985421272
227,-4923.139501958436
228,-4913.187714506734
229,-4930.68275807149
230,-4913.832365929313
231,-4967.824345176691
232,-5001.047759220557
233,-4957.38312527298
234,-4981.471117956011
235,-4952.794135931215
236,-4996.766165136178
237,-5035.585327805964
238,-4976.415033830847
239,-4908.4762623884435
240,-4937.364126001242
241,-5005.659083630231
242,-4940.991051700148
243,-4961.126097862831
244,-4935.846954891875
245,-4968.212167906457
246,-4966.044920800812
247,-4895.663214756745
248,-4979.002048903053
249,-4967.830199612663
250,-4960.18553688735
