Iteration,LogLikelihood
0,-12709.467251719281
1,-7033.997861222568
2,-6244.093951073744
3,-5660.581798486541
4,-5909.273503896045
5,-5356.353713680852
6,-5886.517313895034
7,-5407.5477752041115
8,-5708.657213685475
9,-5435.575103561115
10,-5761.599845471874
11,-5520.863446163999
12,-5770.075197398352
13,-5502.506998627386
14,-5648.817380303408
15,-5544.468670943208
16,-5560.529621990311
17,-5568.367375994222
18,-5831.078060691521
19,-5566.706446759896
20,-5629.3069155639305
21,-5567.63822344595
22,-5629.554927284558
23,-5531.148272191334
24,-5427.182644585825
25,-5475.238631511048
26,-5556.858827164064
27,-5553.436012074926
28,-5664.417419307309
29,-5491.4826183888545
30,-5599.810587666855
31,-5598.893337086061
32,-5619.240111288172
33,-5530.641985661746
34,-5588.5773814192635
35,-5392.511443890136
36,-5600.789539260208
37,-5644.02542679291
38,-5654.980978149942
39,-5527.264287893962
40,-5491.459063544945
41,-5513.3965885673015
42,-5519.512938830339
43,-5502.740120952247
44,-5652.9422695680005
45,-5747.981995798438
46,-5709.919951563641
47,-5683.271664184513
48,-5537.331147088458
49,-5544.872590360745
50,-5596.339016478539
51,-5628.859692462267
52,-5614.004067045154
53,-5541.296629396164
54,-5573.808843311769
55,-5526.460679795882
56,-5525.768075483436
57,-5519.326760271887
58,-5714.736886679325
59,-5575.477405701451
60,-5628.893247375319
61,-5641.935400016941
62,-5677.006652430112
63,-5498.4022765211375
64,-5648.958753032575
65,-5693.250059300957
66,-5571.605504548928
67,-5550.086484860998
68,-5596.108804305176
69,-5604.393243980863
70,-5595.3211307350575
71,-5663.702698710479
72,-5509.118647512101
73,-5636.077413718462
74,-5521.324281593602
75,-5723.06556031644
76,-5625.820225351453
77,-5679.230469020053
78,-5650.0007743681435
79,-5650.346295054919
80,-5791.321873314257
81,-5875.806137013247
82,-5695.134610485857
83,-5643.788083832313
84,-5566.416934507461
85,-5746.367109703535
86,-5651.030088200948
87,-5661.7438967635935
88,-5785.440907892331
89,-5703.203230728681
90,-5673.72786486063
91,-5599.717124021162
92,-5623.607556658653
93,-5608.482845007676
94,-5532.950706939763
95,-5646.287853548874
96,-5587.527347261911
97,-5591.5350270756235
98,-5424.747341789225
99,-5452.260786098434
100,-5508.147446942761
