Iteration,LogLikelihood
0,-11588.875923623222
1,-3937.099967886227
2,-3990.3667431480358
3,-3877.343679987121
4,-3943.024179880208
5,-3925.7339210409646
6,-3914.5069550257995
7,-3902.817624709531
8,-3857.1611135131707
9,-3869.1994067870455
10,-3880.1773135831518
11,-3842.58106659056
12,-3869.2167487591514
13,-3931.244549024373
14,-3890.0525176524034
15,-3979.50428911464
16,-3892.0319423837245
17,-3956.8332656554285
18,-3906.226671525277
19,-3931.6566566669753
20,-3924.421497285503
21,-3895.2411670905485
22,-3914.902279315842
23,-3968.0001332173683
24,-3921.5886957239327
25,-4032.0467320863954
26,-3897.38356740506
27,-3927.8889400998687
28,-3936.660235844938
29,-3933.4580462922227
30,-3806.15548609744
31,-3919.74918508079
32,-3921.1429098114504
33,-3918.5675027529974
34,-3916.221583295594
35,-3874.8355169033985
36,-3932.08994637533
37,-3910.961520514825
38,-3879.6101211640616
39,-3929.6822264717753
40,-3901.1263191156468
41,-3869.8792811610256
42,-3938.2722242693453
43,-3940.2996993217284
44,-3875.198638460225
45,-3974.746747872732
46,-3880.461017992441
47,-3999.2914997828602
48,-3855.427713604121
49,-3991.100550611435
50,-4029.0562690551496
51,-4047.901187781553
52,-3939.0058534699947
53,-3961.396984401067
54,-4017.312735799503
55,-3962.502245818081
56,-3874.837597617177
57,-3989.468231548721
58,-4020.4998430649434
59,-3970.701500910881
60,-4065.4228998488825
61,-4003.7154414642246
62,-3926.494288120529
63,-3789.5272683793596
64,-4023.708780296424
65,-3967.6936854457063
66,-3983.9373460034276
67,-4084.458822611269
68,-4027.430774163333
69,-3964.956940050505
70,-3972.6490300698383
71,-3975.673242794148
72,-3977.3162055068533
73,-3886.7085064213597
74,-3865.5993931694866
75,-4008.1895648792674
76,-4000.802554782564
77,-3939.8697987641353
78,-3920.873691510167
79,-3853.300553326183
80,-3911.2438835970715
81,-3933.3150224290166
82,-3918.863923292592
83,-3952.007915823198
84,-4034.7146966094188
85,-3990.033532712534
86,-3835.2846392784977
87,-3966.6226447109757
88,-3940.449285009139
89,-3849.745716749144
90,-3842.418996816584
91,-3922.052999559038
92,-3843.4578497434118
93,-3918.219873678107
94,-3935.9598932352565
95,-3891.1943033712337
96,-3938.1438835291465
97,-3903.800072613762
98,-3944.720910967538
99,-3944.872339517489
100,-3854.700428029512
