Iteration,Squared_error,Estimate,Actual, Queue
0,43.003545442639115,1,7.557708856196585,n1
1,0.04776275681358192,7.776255777505447,7.557708856196585,n1
2,0.09419859911926978,7.864626759094525,7.557708856196585,n1
3,0.01842824039752382,7.693459511434502,7.557708856196585,n1
4,0.09906698328229996,7.872457936071808,7.557708856196585,n1
5,0.09301290024318343,7.862689019884624,7.557708856196585,n1
6,0.1114836557672584,7.8916005388831385,7.557708856196585,n1
7,0.00146420427415422,7.519443933955004,7.557708856196585,n1
8,0.045997726046974025,7.772179660846015,7.557708856196585,n1
9,0.035517340613535696,7.74616930460297,7.557708856196585,n1
10,0.05058575543331821,7.782621629140493,7.557708856196585,n1
11,0.00602782118014241,7.635347900369877,7.557708856196585,n1
12,0.00027582687535628297,7.574316892665604,7.557708856196585,n1
13,0.04174842930843167,7.762033180026205,7.557708856196585,n1
14,0.010127918055635397,7.658346414074523,7.557708856196585,n1
15,0.1633453849369423,7.961868954346986,7.557708856196585,n1
16,0.011068524993401663,7.452501798479901,7.557708856196585,n1
17,0.14072645979528597,7.932844111531625,7.557708856196585,n1
18,0.02093429023644089,7.702395725802782,7.557708856196585,n1
19,0.0026069468982729094,7.6087671258330785,7.557708856196585,n1
20,0.01713910098290209,7.6886252454796,7.557708856196585,n1
21,0.06788235093484586,7.8182512729636935,7.557708856196585,n1
22,0.07218360864041293,7.826378930154242,7.557708856196585,n1
23,0.007919567941571897,7.646700810560852,7.557708856196585,n1
24,0.05782183147035867,7.7981705609862635,7.557708856196585,n1
25,0.0005749297936135674,7.5816865498641075,7.557708856196585,n1
26,0.11379892226634955,7.895049814673834,7.557708856196585,n1
27,0.18307152305643207,7.985577437721838,7.557708856196585,n1
28,0.1101814284170625,7.889644736175026,7.557708856196585,n1
29,0.01011476653301645,7.457136660570674,7.557708856196585,n1
30,0.007135422806632522,7.6421802880930105,7.557708856196585,n1
31,0.0510169614190703,7.783578202100517,7.557708856196585,n1
32,0.01298297876342861,7.6716517311973,7.557708856196585,n1
33,0.01667094233290512,7.428592852800781,7.557708856196585,n1
34,0.06740105167513583,7.8173259813542595,7.557708856196585,n1
35,0.025209767401998203,7.716484696304575,7.557708856196585,n1
36,0.09561040676617305,7.866918181357022,7.557708856196585,n1
37,0.08783460309271651,7.854077888136017,7.557708856196585,n1
38,0.004991225972867197,7.628357465332697,7.557708856196585,n1
39,0.0008650995216243907,7.587121430406,7.557708856196585,n1
40,0.00197865679655114,7.602190951432209,7.557708856196585,n1
41,0.14555953785159276,7.939231513258512,7.557708856196585,n1
42,0.09206401690980544,7.861129384358088,7.557708856196585,n1
43,0.0023221782913818703,7.6058978413631335,7.557708856196585,n1
44,0.013427074038359191,7.67358410824964,7.557708856196585,n1
45,0.011718944042019822,7.6659629279076285,7.557708856196585,n1
46,6.761146541824915e-06,7.560309076676049,7.557708856196585,n1
47,0.02217043536621034,7.706606254985853,7.557708856196585,n1
