Iteration,LogLikelihood
0,-12187.802787353312
1,-4623.110578740982
2,-4371.928821449144
3,-4261.281215874638
4,-4227.522123444098
5,-4190.497444722128
6,-4165.080197291771
7,-4193.129178814732
8,-4155.963374783185
9,-4205.686523901678
10,-4126.353065659719
11,-4135.82575954541
12,-4150.969394022802
13,-4231.78264537746
14,-4168.593448781687
15,-4196.676133064704
16,-4139.912158361495
17,-4131.137832139604
18,-4075.380679612406
19,-4145.843413056255
20,-4086.1782607766527
21,-4106.5108992035175
22,-4181.247528090689
23,-4087.582848191957
24,-4063.052578285803
25,-4073.3929304165385
26,-4127.5614173584345
27,-4186.931818504592
28,-4178.294511850806
29,-4142.201742096506
30,-4148.718343796313
31,-4143.870076415105
32,-4164.33422519945
33,-4138.112383736823
34,-4143.02289621108
35,-4082.0654827011876
36,-4044.4668311440228
37,-4130.386332518102
38,-4132.084441451554
39,-4085.0199800947476
40,-4095.1141377811605
41,-4066.7512363931633
42,-4149.608703129354
43,-4163.37272805508
44,-4139.517613179086
45,-4072.947865208285
46,-4083.9638241730154
47,-4106.887375049736
48,-4061.7956402164705
49,-4137.047655521426
50,-4164.261996548899
51,-4155.706956293363
52,-4162.146676704427
53,-4138.773373327116
54,-4156.059810145108
55,-4196.129945001784
56,-4203.4214922738865
57,-4181.9089681101495
58,-4157.133181520933
59,-4137.731738709846
60,-4114.819995362191
61,-4109.146512263276
62,-4194.110100597444
63,-4082.0881414483506
64,-4144.194879622614
65,-4070.2786249854134
66,-4129.126758917635
67,-4087.49398810348
68,-4158.489678639893
69,-4154.66556255446
70,-4149.920348032087
71,-4195.738817149888
72,-4146.132296484331
73,-4125.33916978477
74,-4177.109466767327
75,-4226.593886281194
76,-4156.309389316071
77,-4101.671350676992
78,-4191.348350853599
79,-4172.867037029717
80,-4192.221511742271
81,-4183.926961290816
82,-4163.716241996049
83,-4152.282717033933
84,-4144.115862636413
85,-4170.669268006601
86,-4205.967643676219
87,-4155.7452722393955
88,-4124.557995406461
89,-4144.539542643837
90,-4225.55053421858
91,-4185.6028061045445
92,-4081.8162769095643
93,-4063.9560265932587
94,-4046.265652772418
95,-4138.4819558773
96,-4146.436655476571
97,-4053.447404518486
98,-4127.364203873473
99,-4148.469869533388
100,-4181.197489974477
