Iteration,LogLikelihood
0,-11606.563146423223
1,-4122.472868051588
2,-4130.497442171178
3,-4083.831960244621
4,-4054.5398095165474
5,-4021.2520924112146
6,-4055.1182011173814
7,-4068.8280438680204
8,-4047.7075839589534
9,-4118.530290931587
10,-4107.270656978853
11,-4068.6525136340974
12,-4108.6525307606535
13,-4100.032464042542
14,-4123.0006672863865
15,-4035.977368307588
16,-4008.2332134461562
17,-4102.992629147103
18,-4104.609083096755
19,-4020.9480780453487
20,-4079.496942954567
21,-4138.9754445920935
22,-4046.2570104406045
23,-4056.1993276357093
24,-4029.893308231238
25,-4023.061990862521
26,-4038.0131646964082
27,-3910.0488941788044
28,-3978.289918055995
29,-3939.6511735004856
30,-3977.6947461103277
31,-3990.3404492738114
32,-4101.608226908219
33,-4002.0903040652656
34,-4001.0084488736866
35,-4026.7188014036838
36,-4007.715047838106
37,-4001.043449642528
38,-3983.7475611948084
39,-4039.0176675252815
40,-4027.678680644586
41,-4067.48605259387
42,-4088.308023137294
43,-4139.936003123865
44,-4049.7549668388947
45,-4082.682934847409
46,-4083.275415891626
47,-4184.716922504801
48,-4104.225472673894
49,-4091.2072984499396
50,-4000.1168780745224
51,-4009.8607970867615
52,-4098.663106993086
53,-4005.2504082638907
54,-4054.6813726061837
55,-4038.475847544551
56,-4012.8776096109186
57,-3992.0513481844637
58,-3986.155208968981
59,-4000.295710656058
60,-4016.408471434179
61,-4017.260182964871
62,-4044.7074376767077
63,-3985.9536546278323
64,-4045.974759268664
65,-3962.2746912132907
66,-4029.214461988107
67,-4083.2194616714473
68,-4139.467877226676
69,-4097.0464705588565
70,-4146.04635102391
71,-4070.961077032465
72,-4048.385367282519
73,-4159.781049399352
74,-4091.145213046264
75,-4080.2003136341636
76,-4037.3795152325865
77,-4087.599339693185
78,-4069.2410906242926
79,-4122.7755933629005
80,-4050.625818269362
81,-4125.321647364027
82,-4066.5333823472256
83,-4116.409524819426
84,-4081.3712863730857
85,-4129.116423555389
86,-4064.7134089976703
87,-4135.393392670371
88,-4127.932149312044
89,-4266.359282828086
90,-4052.7156015227433
91,-4067.6448173584085
92,-4059.8545817312106
93,-4013.9702135954626
94,-4003.274378015146
95,-4030.3582986665306
96,-4002.4485005152724
97,-4006.078648346961
98,-3998.8403529590796
99,-3992.8659560067595
100,-4024.8935149208974
