Iteration,LogLikelihood
0,-12442.784419959236
1,-4806.944537770441
2,-7862.498692190864
3,-5454.903059488796
4,-14256.152348985332
5,-6043.326703757757
6,-14504.07175401284
7,-6486.778835256947
8,-10649.168983134768
9,-6256.193348892215
10,-10571.615940361044
11,-6380.580929650986
12,-10368.065522426841
13,-6743.343104329846
14,-9860.703992821873
15,-6530.57725683868
16,-8309.261901474667
17,-6076.631461721263
18,-8224.330011793163
19,-6513.344346091552
20,-8278.807563393491
21,-6461.062783993668
22,-8073.50191245446
23,-6381.271777645213
24,-8507.240010443049
25,-6694.593388673962
26,-9042.399233921342
27,-7104.028112255384
28,-9579.434114160822
29,-7112.859778845806
30,-9006.059098678967
31,-7047.548690173777
32,-8277.485835124866
33,-6961.82773223346
34,-8083.300435087589
35,-7214.235826159383
36,-7646.03687048437
37,-6778.196229227485
38,-7547.453214222009
39,-6720.96443569435
40,-7533.521517889407
41,-6805.8247887225825
42,-6754.392335413188
43,-6101.073401554668
44,-6477.546665313031
45,-6258.162998590682
46,-6629.277091303763
47,-6322.163750826465
48,-6490.37511028789
49,-6258.9991385479525
50,-6387.676120753288
51,-6410.747565223063
52,-6537.887900687341
53,-6456.358214842793
54,-6797.261428222264
55,-6402.967113515698
56,-6545.586133430178
57,-6185.9508546694815
58,-6650.5517774084765
59,-6248.120864476715
60,-6390.028732648962
61,-6150.322262516744
62,-6602.61644740274
63,-6210.02255031958
64,-6400.90418779786
65,-6332.939588291739
66,-6492.112596772093
67,-6279.153279666775
68,-6401.368592533069
69,-6266.253561928242
70,-6555.379055726386
71,-6301.766841958715
72,-6768.547451256225
73,-6379.064308708731
74,-6567.003001305704
75,-6186.963027026357
76,-6538.5158693685735
77,-6401.693065396468
78,-6463.866321108245
79,-6307.930449146395
80,-6465.061512512177
81,-6405.643231702092
82,-6606.211318932128
83,-6380.277581675918
84,-6554.817429488147
85,-6338.3367870259335
86,-6710.3206248089355
87,-6206.458306109002
88,-6580.882112060415
89,-6237.724369436591
90,-6479.004502994213
91,-6356.142870605543
92,-6586.970906663629
93,-6306.276228002325
94,-6408.051796838319
95,-6180.980028535275
96,-6265.952539155848
97,-6323.0923631929445
98,-6685.006266446873
99,-6448.376380153867
100,-6485.784601437717
