Iteration,LogLikelihood
0,-12684.002599819283
1,-6774.238323110836
2,-6126.917897724739
3,-5552.160946214019
4,-6072.455345756773
5,-5656.213314150543
6,-6153.854213678931
7,-5845.088836490676
8,-5939.820326257542
9,-5655.247107803921
10,-6057.716950311173
11,-5744.9040921731985
12,-5861.307398084141
13,-5702.876653791683
14,-5926.355960784027
15,-5805.487694079771
16,-5947.209720122068
17,-5824.803170375046
18,-5860.239017939353
19,-5716.3406256369135
20,-5806.992326607767
21,-5673.115305401556
22,-5719.656313795042
23,-5793.085448514884
24,-5900.944349563753
25,-5863.209571213153
26,-5700.467607244652
27,-5731.668582278069
28,-5727.639840270012
29,-5729.619978789682
30,-5752.4442144100085
31,-5689.082996405059
32,-5758.214047346601
33,-5696.340206496027
34,-5735.703658124028
35,-5687.761936869806
36,-5762.163060045908
37,-5667.943108938373
38,-5721.006240797897
39,-5722.482867783354
40,-5830.096792265438
41,-5814.822833751034
42,-5818.13353177519
43,-5758.323179281574
44,-5758.117446102775
45,-5823.597514060464
46,-5811.900901123266
47,-5795.811965983636
48,-5734.128834222996
49,-5827.112702636838
50,-5771.524828192931
51,-5879.830812394191
52,-5849.5003287681375
53,-5762.993042324699
54,-5682.09246734392
55,-5664.174794509276
56,-5688.426515657237
57,-5598.302684141464
58,-5730.182154073024
59,-5645.481308744567
60,-5658.964783071693
61,-5667.942086927318
62,-5646.693826761006
63,-5547.546377100274
64,-5688.434194997351
65,-5687.453760945045
66,-5646.029920324356
67,-5703.016133748094
68,-5628.967118297406
69,-5762.168613839737
70,-5741.846061864844
71,-5656.063600661328
72,-5629.037749680161
73,-5668.39615065492
74,-5796.757600470604
75,-5694.092403594654
76,-5794.334937969841
77,-5765.368929207914
78,-5631.014113153486
79,-5650.283335498925
80,-5784.810842806007
81,-5760.591467959374
82,-5667.991499889569
83,-5743.563590390814
84,-5743.054322863341
85,-5791.13808008446
86,-5755.890066949965
87,-5831.735252610505
88,-5767.471385232588
89,-5682.675749081165
90,-5767.304800095515
91,-5871.034002678907
92,-5813.442107249003
93,-5809.340473997786
94,-5829.006274410071
95,-5800.807921917089
96,-5676.236625716419
97,-5697.327904001487
98,-5820.351705281076
99,-5721.173027912657
100,-5809.406320389941
