Iteration,LogLikelihood
0,-18051.160609699997
1,-7798.1241451323385
2,-6049.6892691707335
3,-4043.1027061191853
4,-5095.928391376369
5,-3991.816938183181
6,-4747.871983722827
7,-3568.9594815278133
8,-4473.985410974114
9,-3745.7359754005784
10,-3722.9663812247522
11,-3618.2475171525875
12,-3291.123895775837
13,-2525.7519802403112
14,-2436.326676388785
15,-2155.1202743141976
16,-1711.1515471537523
17,-1672.3334793978352
18,-1643.5491507264346
19,-1349.7511837496963
20,-1380.7894448987713
21,-1124.5959188866107
22,-1144.964210125095
23,-1103.0091158185746
24,-1037.6431083458588
25,-1002.2429963993993
26,-997.320949032575
27,-995.0027755474691
28,-976.2155749936356
29,-919.9752569280271
30,-943.1557185080779
31,-917.8236547175658
32,-929.376597327163
33,-906.2801251713511
34,-942.8818438714055
35,-889.8201447558392
36,-904.4403657510705
37,-912.461064051682
38,-925.079674990586
39,-914.6262653904944
40,-921.0318341140767
41,-862.5092332365797
42,-889.8630257177635
43,-881.3646295970894
44,-920.8912516335439
45,-947.0124932534768
46,-919.1180604757599
47,-898.8078343012863
48,-870.4613360334772
49,-910.4152029655961
50,-911.9003839241324
51,-922.5489936821036
52,-878.8736885426565
53,-897.8104187437597
54,-926.4429578887374
55,-976.4716805196707
56,-961.1680422568302
57,-914.4415833951956
58,-931.1099910440726
59,-932.5935482292648
60,-967.4807437194384
61,-938.7385291054935
62,-896.7631735057915
63,-910.2452915731105
64,-886.5839753001796
65,-890.1799833696134
66,-894.601035250693
67,-882.8569105076648
68,-857.1299571401023
69,-904.5050530856385
70,-861.2249459876736
71,-875.5648120925214
72,-872.9002233964582
73,-933.7446270573291
74,-901.3568980004346
75,-860.6629950274188
76,-865.3255357554515
77,-882.2177455907212
78,-874.7266492387334
79,-889.5358988875039
80,-944.1940615519452
81,-947.8059745454276
82,-995.844704441606
83,-977.3806934677307
84,-941.4612427944808
85,-905.8323435361314
86,-914.9527189153947
87,-920.522327568584
88,-936.1897049278055
89,-914.1339676706942
90,-928.649141371362
91,-927.4055560469213
92,-953.1325581637424
93,-952.0831688558304
94,-964.7458269416293
95,-927.6717356632616
96,-911.7919118450387
97,-905.8900142694545
98,-955.5577161742909
99,-967.8133315706247
100,-939.1092507662752
101,-923.6623378388277
102,-938.7669434109011
103,-930.7124568266203
104,-948.4740748345479
105,-945.2698460112556
106,-931.2961189573989
107,-932.1049926667728
108,-923.3788600419084
109,-952.261136540392
110,-949.3394875505924
111,-952.2899886237541
112,-955.4298465027811
113,-935.997795612313
114,-939.3066059414464
115,-978.4856282481481
116,-964.8343023126168
117,-965.6380100967825
118,-958.4287250792994
119,-917.6321947691855
120,-863.4576609157849
121,-884.983822932841
122,-918.144549272979
123,-912.3203443038703
124,-927.0702241405136
125,-873.5187786643087
126,-888.3097190587018
127,-936.046699591512
128,-938.3438968933124
129,-944.1004664359691
130,-973.7399196120784
131,-944.8779042380327
132,-946.5544923666776
133,-952.411575106637
134,-874.8011414186726
135,-862.4383311767374
136,-877.754607354006
137,-892.6079948960347
138,-922.3472314536003
139,-928.1630741121514
140,-912.2512281807813
141,-968.0190964164174
142,-971.7250526651383
143,-977.1444468573553
144,-971.0391694217197
145,-954.8106178164945
146,-989.3961295020212
147,-946.4870135784282
148,-962.8346919108
149,-982.379468795808
150,-985.6276867072237
151,-972.6284104617393
152,-954.5941985821876
153,-993.7168464253459
154,-967.3238126027053
155,-964.00695512881
156,-973.3728898061413
157,-982.0108777249241
158,-963.2686445840909
159,-930.9628149025992
160,-932.1646990494888
161,-969.5435301606237
162,-988.8429504657287
163,-983.5097193549984
164,-1016.3096359623911
165,-951.1085201511769
166,-910.8403715789874
167,-865.6093333132849
168,-930.472579194052
169,-959.9881590336836
170,-915.3247271445124
171,-975.4739139723374
172,-939.3756777615994
173,-934.1691789945415
174,-948.354872575507
175,-920.6144493071813
176,-877.3217237127009
177,-883.7167072355037
178,-915.2348562351086
179,-886.1129647192384
180,-890.9690273214638
181,-880.3972732799575
182,-867.9646303116548
183,-882.909119056117
184,-922.8947070629805
185,-951.2985273361148
186,-924.5882866947443
187,-943.7343395094231
188,-913.3494796609267
189,-934.0809282169757
190,-966.94702035152
191,-985.5724962640983
192,-976.9588364977463
193,-961.1295892493454
194,-957.1024870508402
195,-957.2057417506162
196,-947.7421308718978
197,-941.4067790991238
198,-887.8435321953694
199,-910.0399136455751
200,-996.0250533274234
201,-1006.0633303898486
202,-1023.0124240533646
203,-1048.226413634071
204,-1045.626790595285
205,-1012.7175732856002
206,-1023.8936725954559
207,-1012.0821556211578
208,-941.6059554609473
209,-958.2935356036759
210,-974.5706046637449
211,-953.908917452046
212,-948.3660904744444
213,-946.6907630076365
214,-873.3483872848211
215,-908.9259387595364
216,-881.7085017265621
217,-910.7238125707687
218,-879.3659570003106
219,-897.0481649802725
220,-869.1848498547688
221,-863.0668235203759
222,-866.2779645434748
223,-892.5650447290521
224,-888.7608831145233
225,-891.6136750459889
226,-891.8913873714154
227,-877.9789107160163
228,-886.4438313328662
229,-926.4089598145632
230,-879.2702312513566
231,-893.5170857518807
232,-898.530513346141
233,-866.480025199783
234,-920.7191615854471
235,-955.7783926671161
236,-996.6509892661436
237,-947.438041274172
238,-875.8004007915387
239,-907.3641300446546
240,-884.3691698277335
241,-904.0766944298827
242,-893.5527090997136
243,-915.8992749529006
244,-905.9831446381706
245,-907.9148644949184
246,-912.9585536042555
247,-909.6521629262323
248,-912.2553131135454
249,-922.8617362110567
250,-911.5246951489348
