Iteration,LogLikelihood
0,-12466.512986159234
1,-5031.064167781622
2,-6324.993178346569
3,-5089.339790472747
4,-6524.70597020197
5,-5149.767178075312
6,-6548.603991319875
7,-5320.533698336603
8,-6801.885119004708
9,-5734.467829665163
10,-7763.127076411883
11,-5806.459615037358
12,-6554.38913353831
13,-5668.378084728052
14,-6558.921574278435
15,-5700.775429698678
16,-6208.1221843073245
17,-5723.61613563038
18,-6289.7057247758485
19,-6240.763429579911
20,-6394.961518604806
21,-5988.493068205482
22,-6051.828021850151
23,-6054.7937009432535
24,-6057.011916367732
25,-6116.878630848264
26,-6075.47053187482
27,-5876.54710684776
28,-6132.228150053862
29,-6218.76211407853
30,-6172.175363100959
31,-6299.354148085537
32,-6294.241504622221
33,-6201.21673850612
34,-6172.047410451726
35,-6208.293615145458
36,-6298.306038553597
37,-6089.089183296038
38,-6459.394949927381
39,-6001.65517221592
40,-6018.897927334441
41,-5998.984855764016
42,-5913.780348850591
43,-6035.74520041264
44,-6392.336175193687
45,-6041.565226364887
46,-6359.62996034906
47,-6101.062435401589
48,-6418.10060606714
49,-6206.334666762354
50,-6294.416389553576
51,-6264.0850601246475
52,-6212.480875979902
53,-6108.04167170214
54,-6264.750680908147
55,-5984.107125150732
56,-5991.949106921705
57,-5978.781937144989
58,-5968.653601622765
59,-5904.2375286087545
60,-6128.329939835241
61,-6388.3702910872325
62,-6770.391051431807
63,-6179.06950768447
64,-6233.330369183
65,-6003.741305239224
66,-6344.678722810728
67,-5979.366270989736
68,-6092.962869591157
69,-6019.838498938538
70,-6013.894224879879
71,-6192.4061197242245
72,-6147.666419537812
73,-6099.538518610567
74,-6159.975556754648
75,-6437.301126187999
76,-6108.074652391833
77,-6294.026475125825
78,-6225.09478673756
79,-6076.877575144322
80,-5972.233771273551
81,-6133.341445867747
82,-6043.517779222179
83,-6201.11480882427
84,-5900.291071726726
85,-6029.758240226839
86,-6129.772366927914
87,-5989.753308563845
88,-6136.980930516009
89,-6171.6285277848665
90,-6511.173666761716
91,-6129.003042450998
92,-6073.604488695162
93,-6066.4003619864125
94,-5985.644297638602
95,-6118.698881609369
96,-6102.268654634053
97,-6393.55579997603
98,-6110.152987579859
99,-6174.939328046143
100,-6419.446252493609
