Iteration,Squared_error,LogLoss,Estimate
0,0.7492401048556758,-2.7486596473357037,8.367714795934837
1,2.4562569999510617,17.959488980546084,5.934883193931525
2,13.09854365432145,8.201613224787405,3.8829372069190193
3,11.227958444922683,9.738770921026944,4.15131363476869
4,9.134936567164447,11.489905208632518,4.4797224708073315
5,7.026135035967974,13.323349737719102,4.851442461889771
6,7.159261092652226,13.204551449659377,4.82644867183234
7,0.9516671328024384,20.1453597527771,6.5265939483108095
8,8.586959119848743,11.957744618530391,4.571776864429405
9,0.02764096471920443,22.833856184989173,7.335872508139782
10,11.690964586570999,9.35670237466462,4.082922972429159
11,8.504710419589744,12.028408672100483,4.585844563170871
12,12.155550391924407,8.974565838079261,4.01564713885841
13,3.1690623144102874,17.119090725221515,5.7219421953491825
14,12.002897313037696,9.10000861252521,4.0376084479873064
15,14.574395687526108,6.995010864296212,3.6844855417497
16,3.801437106992868,16.42729938511021,5.552400784717711
17,8.265919806868716,12.234282873193179,4.627076958698743
18,14.558502715546295,7.008004377387315,3.6865676259514935
19,1.1306234267811295,19.83394336851089,6.43882045287014
20,3.7796487799728973,16.45046649789042,5.557996345621819
