Iteration,LogLikelihood
0,-12709.467251719281
1,-7193.152332955597
2,-6163.921083623542
3,-5827.572957280281
4,-5867.360947105757
5,-5535.236024828949
6,-5812.541764035265
7,-5638.088083287082
8,-5784.0289790018
9,-5687.810997994842
10,-5833.574296644573
11,-5602.550861624109
12,-5717.683616622545
13,-5577.28263645157
14,-5751.163412634485
15,-5767.283810675668
16,-5737.519160919147
17,-5741.331961736115
18,-5850.537402538529
19,-5705.994349110864
20,-5731.892226831024
21,-5614.289472408314
22,-5625.0668535755485
23,-5649.570953284338
24,-5752.599985682222
25,-5802.243861100445
26,-5734.66775534188
27,-5665.770589178495
28,-5622.096810169669
29,-5658.769179300723
30,-5683.477444933106
31,-5619.032634679386
32,-5543.455879161955
33,-5547.785189054054
34,-5679.220491644892
35,-5772.1924899779015
36,-5819.386647126026
37,-5820.9061048367375
38,-5869.231269200923
39,-5792.199109067289
40,-5666.441751535381
41,-5744.393362145967
42,-5706.334415040901
43,-5674.505413023687
44,-5635.878992623029
45,-5589.186102552034
46,-5595.302855341602
47,-5509.283572754667
48,-5770.599135306595
49,-5635.2967347693275
50,-5602.783597148289
51,-5618.6191285484365
52,-5642.415203672943
53,-5678.675706218795
54,-5652.904082890029
55,-5633.420952806874
56,-5590.958151853901
57,-5512.050642517253
58,-5666.566393485505
59,-5508.720486754968
60,-5683.941372290523
61,-5779.830628673452
62,-5640.151010655313
63,-5594.847464251191
64,-5693.827964761481
65,-5674.193839885778
66,-5544.698498119924
67,-5571.121619654841
68,-5619.644231576576
69,-5630.6385167373155
70,-5715.5063892963535
71,-5599.202485719359
72,-5695.305396502425
73,-5774.719838483645
74,-5761.03169213549
75,-5711.968018188845
76,-5693.401170902998
77,-5744.025120680702
78,-5873.857357418465
79,-5803.355893269428
80,-5716.034451243139
81,-5627.675471816943
82,-5722.370871224923
83,-5670.833167449288
84,-5697.913365789027
85,-5785.303700819599
86,-5678.440099580646
87,-5703.381197929819
88,-5820.786636212359
89,-5888.356879786298
90,-6004.79937789705
91,-5905.906416637602
92,-5628.470439667126
93,-5635.10293841334
94,-5897.793304481038
95,-5790.120085922434
96,-5660.499415944027
97,-5785.802006422984
98,-5741.507782918359
99,-5689.55692127948
100,-5644.707048029091
