Iteration,LogLikelihood
0,-12636.415829619289
1,-6148.877185924096
2,-6185.677823274001
3,-5489.046802202636
4,-6037.75800819061
5,-5547.746322563637
6,-5844.982445767659
7,-5527.652776333016
8,-5744.116831507781
9,-5559.051949741334
10,-5674.07579753079
11,-5509.178836725685
12,-5721.055839065286
13,-5575.622799273904
14,-5690.999832185747
15,-5555.394725936082
16,-5623.980996340523
17,-5669.891425274434
18,-5663.583288943103
19,-5607.350192230984
20,-5770.4363556754415
21,-5604.528954001114
22,-5637.675640849703
23,-5611.68061017721
24,-5688.474651080407
25,-5672.764167030046
26,-5569.80924602617
27,-5568.515143967949
28,-5652.944000515959
29,-5568.4090261063575
30,-5600.555809398343
31,-5654.123746836807
32,-5561.646784410561
33,-5546.481869594214
34,-5558.934835862961
35,-5594.290768674142
36,-5605.075473537767
37,-5648.298838585999
38,-5651.3012410095935
39,-5695.860106304654
40,-5633.277756733261
41,-5629.264330246386
42,-5632.86408045651
43,-5661.244092511455
44,-5642.540249159201
45,-5642.971134401307
46,-5647.922358167148
47,-5814.534831413667
48,-5676.839368335721
49,-5604.892999507655
50,-5655.040306929853
51,-5708.3571680058585
52,-5698.138504338592
53,-5632.6496768129655
54,-5699.216862986469
55,-5721.621406529263
56,-5679.074424213278
57,-5628.310511628033
58,-5616.141854377623
59,-5651.495028241011
60,-5640.459080795294
61,-5625.074826374488
62,-5602.511608239268
63,-5593.435423072227
64,-5578.025656772494
65,-5620.252156139068
66,-5595.258841546265
67,-5564.178728450485
68,-5691.541990863253
69,-5708.7779246505825
70,-5639.069821988862
71,-5556.182288530801
72,-5716.62344737073
73,-5678.905802647902
74,-5705.026412917015
75,-5678.896976187421
76,-5677.812623267998
77,-5641.022623043317
78,-5666.102668734383
79,-5557.250045427849
80,-5606.202859166657
81,-5580.394936269184
82,-5620.320635225687
83,-5659.567630277978
84,-5678.208391004977
85,-5656.7249131514845
86,-5602.79454310884
87,-5596.823138924605
88,-5584.244474321866
89,-5636.490123304895
90,-5637.312200403497
91,-5600.289302498124
92,-5627.524415853855
93,-5598.738085214945
94,-5669.4357645098335
95,-5618.860334041574
96,-5660.262010309938
97,-5579.987817187315
98,-5626.690877498706
99,-5672.365740595317
100,-5628.863555153759
