Iteration,Squared_error,LogLoss,Estimate
0,5.170623648693015,-9.342303905146665,10.811037729607492
1,8.36357882051462,73.81050806741544,5.645151920152954
2,5.937678396929308,81.64382175468758,6.100402001167001
3,7.283049457929839,77.21056167046049,5.838424637739041
4,5.643504130143792,82.65085611090836,6.1615311380369
5,6.319520223118864,80.35868724677734,6.02327159968567
6,3.7621381503626186,89.55598398089337,6.5975139953349595
7,2.0965061289879947,96.81590107130805,7.089205520609571
8,1.80826590361871,98.2757888464502,7.192419414944394
9,7.526818570130128,76.43270463155929,5.793632396559849
10,4.542935375832669,86.57633979981813,6.405720909340753
11,2.2069145991876313,96.27825627283448,7.051568413682464
12,4.068059894707586,88.3653169500392,6.520193987749086
13,1.7487019203573548,98.58891329444518,7.214752256843338
14,4.842439980351315,85.48030165393988,6.3365827222551765
15,4.76338521106683,85.7673786058317,6.3546191038552715
16,3.8503069364578635,89.2094619000506,6.57491729324391
17,2.9376775817753766,92.95276722677642,6.823171738126154
18,5.882267236129996,81.83233126685111,6.11179861162078
19,6.320274283988196,80.35617237565471,6.023121623812166
20,4.625120885478269,86.27326433190035,6.3865277714919655
21,3.3070810000199224,91.39284538067795,6.718599044192641
22,4.770478181452562,85.74155802077354,6.352994757207755
23,2.436309730478911,95.19393792126797,6.976268931640867
24,5.481733001631215,83.21147755541895,6.195827089683853
25,1.8407251323302232,98.10691963384274,7.180403935752509
26,5.121620486098111,84.47842782786734,6.274037441682061
27,3.935693435077686,88.87651863942484,6.553278973871795
28,3.9027253508825717,89.00476717038138,6.561605530531993
29,5.905813519886899,81.75216147966603,6.106949233586189
30,6.509265468598959,79.72857495251337,5.985810975774565
31,6.901612925848858,78.44199952355332,5.910045088810387
32,2.3102223354273494,95.78472928475091,7.017195636788988
33,4.627042524084731,86.26619941869858,6.386081051825332
34,2.477606038029202,95.00304284875723,6.963095885772398
35,3.3951205832456424,91.03069860070669,6.694551894601162
36,3.120822958610986,92.1708458097596,6.7705520811818936
37,2.689182310251832,94.04361388186074,6.897264542751677
38,3.0483655445497977,92.47810001553287,6.79118027965662
39,4.197814599040838,87.86974927815028,6.4882802927950705
40,4.43219013678308,86.98764748856048,6.431860456982228
41,5.093528852430414,84.57842766714185,6.280252426169349
42,1.4237449967941127,100.38127712401806,7.343929333527532
43,2.415346427323,95.29132234358602,6.982998709412589
44,5.571932998048579,82.89826636172037,6.176642965874382
45,4.19073281217895,87.89665957099962,6.4900092510636025
46,7.818100569003522,75.51186367669077,5.741050540743956
47,5.470892889589949,83.24922613575619,6.198143202445359
48,6.491734489111632,79.78656808796688,5.989248952276503
49,2.1401672560327194,96.60197837132434,7.074206143720877
50,5.483172184334667,83.20646762897663,6.195519764256891
51,3.0086912689371563,92.64748597244221,6.8025792471107955
52,3.7495842017896384,89.60555526941309,6.600752881880489
53,7.9138419509490125,75.21113701970374,5.723982033955762
54,5.212421238327133,84.15638769610288,6.254064430990543
55,3.7027763567079575,89.79090339895161,6.612877242973206
56,4.957558449577804,85.06498113968689,6.3105796599633655
57,3.445075413206634,90.82672712860462,6.6810457588765395
58,3.4489610296341193,90.81090666888944,6.679999333751745
59,5.076208445428581,84.64017239815541,6.284092931616468
60,8.600017946667,73.08160825829549,5.604558473769023
61,8.393441129867691,73.7181756070449,5.639993577693117
62,4.699692818498618,85.9998078935944,6.369259701791922
63,4.269022838958191,87.60001879054751,6.470975815609106
64,4.318698013778984,87.41276035158701,6.458989457098214
65,8.440021253939479,73.57431186149071,5.631965726153464
66,4.13677011047405,88.1022285529656,6.503232055349357
67,6.892836585477134,78.47055014004148,5.911715972790769
68,7.057654004559151,77.9360381622403,5.880512642450235
69,4.802855039387004,85.62385580362876,6.345595489596339
70,6.110925429662714,81.05779706071628,6.065108587213941
71,2.2092892644669706,96.26681107984473,7.0507693840907315
72,3.498960009284,90.60790348432836,6.666586469845694
73,1.5173806488125794,99.84884826675214,7.3053171380014525
74,3.1891052133387747,91.88370064750619,6.75133059316594
75,5.740914218297909,82.31566641040588,6.141116697153548
76,6.437348410432093,79.96676667360403,5.999944175402503
77,6.140926537900987,80.95682025516889,6.059047901618769
78,3.7791628544749485,89.4888523666346,6.593130286368898
79,4.377940769779319,87.19038744871958,6.444784266693472
80,4.721389231254343,85.92051656207602,6.364261395896392
81,5.756915268426985,82.26077331791721,6.13777993184799
82,6.672999043129425,79.18907192519383,5.9539223275254685
83,6.378548610055272,80.16208440023253,6.011558327041286
84,5.121610219385292,84.47846434293666,6.274039709968723
85,4.208145490935131,87.8305204488109,6.485760706489108
86,4.278504502387214,87.56421921169323,6.468682576420473
87,3.029910338180329,92.55679030191654,6.796473429694172
88,2.7781549788224726,93.6488285076473,6.87035737023303
89,6.317864378772556,80.3642099660061,6.023600963520993
90,6.6205137116240245,79.36159657228897,5.964101299408391
91,2.843067070880884,93.36382044991296,6.85099749842333
92,3.9966237805968285,88.64047521042701,6.537981426404936
93,6.373303102358144,80.17953388890469,6.012597016951904
94,4.263922711266157,87.61928635213022,6.472210388067021
95,2.5926677771451927,94.47753825038875,6.92696087472057
96,4.652718813134978,86.17189349845461,6.3801210105083
97,1.4083844947145177,100.47000040125383,7.350383430068501
98,2.2265222237241984,96.18389815146311,7.044983641044081
99,7.323238621089164,77.0818473573845,5.83098889346486
100,1.5930861902232407,99.42829771425936,7.274962011305829
