Iteration,LogLikelihood
0,-12330.396521499997
1,-1259.5082143247564
2,-855.9329278602368
3,-688.9670065861964
4,-550.8756940288066
5,-533.7861701182101
6,-489.9059153766066
7,-535.2179787424084
8,-479.3680752332309
9,-471.3621696509831
10,-465.4812382568339
11,-474.74200762069904
12,-494.8730990379282
13,-483.9091567085136
14,-474.7647642276503
15,-449.33715093160765
16,-466.8475131680651
17,-446.4219738463232
18,-487.7458238701096
19,-486.4878966909838
20,-461.71225619754773
21,-494.74582065483764
22,-463.48251423219904
23,-467.9231657771277
24,-455.1660611004694
25,-447.9006408222564
26,-456.30227839762574
27,-437.7254495698677
28,-476.1847567642484
29,-502.2071558530728
30,-461.07821074922344
31,-454.0697508503997
32,-467.2844438170381
33,-489.4510521405074
34,-450.31880568465624
35,-470.91401515414054
36,-446.29051469147726
37,-470.9997456386151
38,-453.0362582756143
39,-470.1923539058396
40,-451.4650312462377
41,-438.64853663572717
42,-446.9945623357512
43,-464.8850901701346
44,-443.8707186494008
45,-444.70830819541027
46,-438.35139147520897
47,-452.330698021167
48,-444.02235923592855
49,-460.39927869467544
50,-470.3050984014707
51,-477.0821121958978
52,-445.8509094844594
53,-447.20127168323927
54,-482.0890790176586
55,-441.2815829307078
56,-460.91665548521325
57,-468.5027000920909
58,-481.1333727714242
59,-434.31870894435053
60,-455.31350977386114
61,-440.2969918466655
62,-437.3803361594844
63,-459.2414693318666
64,-450.3324000102966
65,-448.9586543525272
66,-451.0715582772191
67,-456.90109688629934
68,-470.29674708893754
69,-469.0454877023104
70,-456.2447291288944
71,-479.6302699132781
72,-476.67835721118354
73,-470.98679703394976
74,-462.47247714692253
75,-500.7719340125202
76,-461.1348846750094
77,-460.885001562756
78,-473.57284751796874
79,-484.99307137295284
80,-459.9047046048721
81,-459.5927993506999
82,-449.4757981040457
83,-458.4058206931096
84,-438.3510334491548
85,-458.0066224543659
86,-452.6444679381183
87,-455.53297388241833
88,-456.95342051426564
89,-488.7933895941735
90,-470.0927937820046
91,-503.888087549052
92,-485.48656046351573
93,-472.7476994157787
94,-454.93176614789616
95,-455.38261673484317
96,-468.924790429846
97,-448.29146796970986
98,-458.9687222780576
99,-459.34918778218093
100,-473.8708134258809
101,-458.02259113096216
102,-456.6960087265213
103,-469.94541530509855
104,-447.73672832703903
105,-472.0971939369075
106,-459.3385767352918
107,-454.0505527553795
108,-436.68851579057593
109,-462.7052134007399
110,-495.07769894098806
111,-440.8825136144603
112,-444.5333376838298
113,-444.96341228021015
114,-443.94392918238293
115,-464.04755231067236
116,-467.59977746170125
117,-481.77044061071695
118,-457.0307088520332
119,-424.3922662656074
120,-445.02388123264063
121,-466.216026360054
122,-456.76259422148553
123,-474.6083765370789
124,-489.32601131277283
125,-492.5326786055914
126,-483.0539507814018
127,-486.17190048619864
128,-448.26473678586603
129,-465.67542522294536
130,-464.39869190356717
131,-482.2178143087939
132,-463.82697002659245
133,-460.05839399557567
134,-472.4662111787444
135,-488.71088135339005
136,-470.31056692478126
137,-436.20991891140204
138,-456.76208222227115
139,-466.3150951810668
140,-444.74766676101274
141,-472.9299984748395
142,-461.1992977531295
143,-476.387428161132
144,-441.7008394862165
145,-444.90774679209017
146,-455.1490776885247
147,-473.98424550775485
148,-463.7637601680834
149,-442.2243887235061
150,-460.58014238568467
151,-456.3657113149949
152,-451.50265673324407
153,-457.7926437241009
154,-464.1278231738464
155,-466.48764937309954
156,-463.89849445930565
157,-471.10461897950154
158,-466.93576032269516
159,-456.8734984081249
160,-453.7024485183084
161,-470.7130098321019
162,-463.5235441320774
163,-473.56628695777556
164,-451.20849735198226
165,-448.1545543460303
166,-498.7837650118056
167,-458.6078088907981
168,-486.94930938448306
169,-466.7628158734399
170,-482.6535670284446
171,-462.7019618035216
172,-470.3605806408832
173,-471.25122277359844
174,-476.88305282397107
175,-494.42031856967776
176,-486.5047524307098
177,-473.54720835964713
178,-453.679591092873
179,-483.24653092619496
180,-469.3956063281106
181,-493.98568031681134
182,-471.79790261507253
183,-469.0889276295609
184,-460.202671510477
185,-445.40989613099214
186,-452.5502452106912
187,-473.1206678144573
188,-468.61960582409415
189,-457.57694298864646
190,-469.5701890457922
191,-499.46642000707016
192,-499.6972891661301
193,-502.1942650938761
194,-445.1643579727406
195,-458.8026307973021
196,-480.2337118757264
197,-474.3385971699871
198,-492.5299767371588
199,-483.87347719071374
200,-457.76846155696205
201,-444.7820435442177
202,-437.66882558537793
203,-476.1001256318376
204,-470.39106134113695
205,-449.2720610671814
206,-464.8472897846025
207,-481.130452700515
208,-459.10580057034497
209,-473.70608544012964
210,-453.7646985656314
211,-488.0294177603465
212,-510.17087520122743
213,-489.2637570535669
214,-467.82976813845653
215,-465.7100386852711
216,-483.7579433712448
217,-452.9444256736772
218,-476.57443333299864
219,-470.95828611157594
220,-475.4875531231239
221,-461.33179826469416
222,-452.05816995220266
223,-460.78526672199075
224,-467.2436433307163
225,-462.18554662718986
226,-425.52492082293566
227,-446.7328740320769
228,-475.7889599441005
229,-463.3118744354159
230,-465.75757338865446
231,-469.552092103408
232,-450.1160049118664
233,-480.799472154519
234,-463.85299463039553
235,-463.50072172413184
236,-457.7271179593655
237,-458.071638743378
238,-473.42417650979564
239,-472.8560875578162
240,-469.2112963606279
241,-486.24120334195095
242,-492.27631673324083
243,-451.0749163004766
244,-465.96476219152385
245,-479.0717782708123
246,-469.0005882657447
247,-461.7775129194075
248,-481.3397624167525
249,-459.08793599147657
250,-441.9470231955727
