Queue n2
Arrival, Service, Wait, Departure
 12:00:00.0,0.6242336080693343,0.0,12:00:00.624
12:01:59.097,0.05250023460865074,0.0,12:01:59.149
12:04:35.879,0.305673476009067,0.0,12:04:36.185
12:20:04.256,0.7926305274456956,0.0,12:20:05.049
12:20:48.694,0.08382602542717542,0.0,12:20:48.777
12:21:50.987,0.0732035607965844,0.0,12:21:51.060
12:28:22.302,0.0409684852257456,0.0,12:28:22.342
12:45:43.709,0.08859771589897993,0.0,12:45:43.798
12:52:04.565,1.373384432135704,0.0,12:52:05.939
12:55:35.400,0.5962961991507534,0.0,12:55:35.997
12:55:44.266,0.0673824594547338,0.0,12:55:44.333
