Queue n5
Arrival, Service, Wait, Departure
 10:00:00.0,0.006146187964240437,0.0,10:00:00.006
10:01:30.616,0.0017797611926509652,0.0,10:01:30.617
10:03:06.014,0.0025667237616591146,0.0,10:03:06.017
10:04:38.298,0.0008126939166595417,0.0,10:04:38.299
10:06:05.023,0.00018861745987406174,0.0,10:06:05.023
10:07:29.777,0.0012161816881835492,0.0,10:07:29.778
10:09:09.868,0.001388082201345928,0.0,10:09:09.869
10:10:51.466,0.000180898421699231,0.0,10:10:51.467
10:12:28.010,0.001466505706748135,0.0,10:12:28.011
10:13:57.349,0.009469269591582567,0.0,10:13:57.359
10:15:32.722,0.0009816136993182568,0.0,10:15:32.723
10:17:08.713,0.0007985655188008684,0.0,10:17:08.713
10:18:44.372,0.0031974000809839673,0.0,10:18:44.375
10:20:01.067,0.00274188169431453,0.0,10:20:01.069
10:21:28.571,0.0007334330157886474,0.0,10:21:28.571
10:23:04.517,0.00196332456499352,0.0,10:23:04.519
10:24:30.794,0.00151837634378805,0.0,10:24:30.796
10:26:05.186,0.0006877051678930807,0.0,10:26:05.186
10:27:37.811,0.00022933494253350771,0.0,10:27:37.811
10:29:04.660,0.0007322217576247986,0.0,10:29:04.660
10:30:40.817,0.0011925928227637704,0.0,10:30:40.819
10:32:09.152,0.002100970839849779,0.0,10:32:09.155
10:33:44.453,0.0005729979228907164,0.0,10:33:44.454
10:35:11.334,0.002001396460823679,0.0,10:35:11.336
10:36:41.218,0.0004361290474120361,0.0,10:36:41.219
10:38:09.046,0.002093453287877279,0.0,10:38:09.048
10:39:36.239,0.0029421514038125984,0.0,10:39:36.242
10:41:02.375,0.0029537186248014243,0.0,10:41:02.377
10:42:29.557,0.001840723266670508,0.0,10:42:29.558
10:44:01.781,0.0007219061710770365,0.0,10:44:01.782
10:45:32.067,0.0023368180799748805,0.0,10:45:32.069
10:47:06.542,0.003834746303402891,0.0,10:47:06.546
10:48:43.618,0.0019173691014347815,0.0,10:48:43.619
10:50:17.148,0.007891213554879714,0.0,10:50:17.155
10:51:49.491,0.007325703638235632,0.0,10:51:49.499
10:53:22.444,0.00035616116167127475,0.0,10:53:22.445
10:54:54.555,4.580268287796135e-05,0.0,10:54:54.555
10:56:23.866,0.0003422659130290241,0.0,10:56:23.866
10:57:55.692,0.005020357498299868,0.0,10:57:55.697
10:59:35.160,0.005994874183311057,0.0,10:59:35.165
11:01:07.902,0.0004628156363452192,0.0,11:01:07.903
11:02:40.900,0.0008732580937274922,0.0,11:02:40.900
11:04:05.680,0.001556875686585051,0.0,11:04:05.682
11:05:32.603,0.0006195740385603661,0.0,11:05:32.604
11:06:56.951,0.0012056657687709803,0.0,11:06:56.953
11:08:25.196,0.0023266780900144104,0.0,11:08:25.198
11:09:57.705,0.0013551938034274138,0.0,11:09:57.707
11:11:27.101,0.0024590449977415314,0.0,11:11:27.103
11:12:53.773,0.0014579199220061839,0.0,11:12:53.775
11:14:25.985,2.734380206249512e-06,0.0,11:14:25.985
11:15:48.629,0.0009805303705414945,0.0,11:15:48.629
11:17:16.855,0.001323442512380545,0.0,11:17:16.857
11:18:52.677,0.001007104952589368,0.0,11:18:52.679
11:20:25.283,0.0008543313412426364,0.0,11:20:25.284
11:22:00.875,0.001356204247737129,0.0,11:22:00.876
11:23:28.896,0.0011505966133480907,0.0,11:23:28.897
11:24:58.953,0.000185129656299547,0.0,11:24:58.954
11:26:35.095,0.0006242254038674551,0.0,11:26:35.095
11:28:07.112,0.0056115417446786775,0.0,11:28:07.118
11:29:33.447,5.254553076829422e-05,0.0,11:29:33.447
11:30:59.557,7.972779211627198e-05,0.0,11:30:59.557
11:32:31.917,0.0006501469087241408,0.0,11:32:31.917
11:33:59.875,0.0017052686705860064,0.0,11:33:59.877
11:35:32.442,0.009177129473953738,0.0,11:35:32.452
11:37:01.478,0.009593748803565779,0.0,11:37:01.487
11:38:30.713,0.00972413045531221,0.0,11:38:30.723
11:40:05.353,0.00022771117614707863,0.0,11:40:05.354
11:41:32.211,0.002132964885661176,0.0,11:41:32.213
11:43:08.758,0.0014498237626859607,0.0,11:43:08.759
11:44:39.847,0.00037135130821833363,0.0,11:44:39.847
11:46:11.811,0.005593763274662109,0.0,11:46:11.817
11:47:47.769,0.0005407955609928754,0.0,11:47:47.769
11:49:14.821,0.013363709562473236,0.0,11:49:14.834
11:50:41.190,0.0017069044343404475,0.0,11:50:41.191
11:52:11.173,0.00039542526657104386,0.0,11:52:11.173
11:53:37.197,0.0009553480630970129,0.0,11:53:37.197
11:55:01.434,0.0004107774644395245,0.0,11:55:01.435
11:56:21.027,0.0010330855886818697,0.0,11:56:21.028
11:57:46.605,0.0017638253328034897,0.0,11:57:46.607
11:59:17.345,0.002462591565233047,0.0,11:59:17.348
12:00:00.0,0.0013032576578886216,0.0,12:00:00.001
12:00:47.260,0.000723573029319474,0.0,12:00:47.260
12:02:11.709,0.001682474764206835,0.0,12:02:11.711
12:03:00.0,0.0011384235015582762,0.0,12:03:00.001
12:03:35.430,0.0008706723913790999,0.0,12:03:35.430
12:05:07.964,0.0007570764163319255,0.0,12:05:07.965
12:06:44.273,0.0004559679459426591,0.0,12:06:44.273
12:08:10.743,0.00117212505966108,0.0,12:08:10.745
12:09:37.779,0.001322196577035682,0.0,12:09:37.781
12:11:15.783,0.004479278593283875,0.0,12:11:15.788
12:12:42.921,0.0025526708163861496,0.0,12:12:42.923
12:14:13.788,0.0028712233658098043,0.0,12:14:13.791
12:15:54.953,0.0009193489695739554,0.0,12:15:54.954
12:17:24.999,0.000822651404092693,0.0,12:17:24.999
12:18:55.720,0.0020787361592435752,0.0,12:18:55.723
12:20:25.165,0.0024247266873204908,0.0,12:20:25.168
12:21:58.177,0.0002353838679680928,0.0,12:21:58.177
12:23:31.754,0.0002788074084870601,0.0,12:23:31.755
12:24:56.457,0.0011892145151832193,0.0,12:24:56.458
12:26:28.703,0.000339920751406404,0.0,12:26:28.704
12:27:51.836,0.006368729803437977,0.0,12:27:51.843
12:29:15.491,0.0035503707169416824,0.0,12:29:15.495
12:30:43.752,0.0014341874917748803,0.0,12:30:43.754
12:32:14.264,0.00048095459906187657,0.0,12:32:14.265
12:33:42.595,0.00028306994936358633,0.0,12:33:42.595
12:35:06.430,0.007551930174405045,0.0,12:35:06.437
12:36:43.410,0.002397912364132384,0.0,12:36:43.412
12:38:09.413,0.0038397231999359295,0.0,12:38:09.416
12:39:39.593,0.0009563906136168937,0.0,12:39:39.593
12:41:16.512,0.0005640521829184489,0.0,12:41:16.512
12:42:46.720,0.0006950633514754353,0.0,12:42:46.720
12:44:11.703,0.0037972272360639165,0.0,12:44:11.706
12:45:41.495,0.0012510241259253258,0.0,12:45:41.496
12:47:15.097,0.0021259663763834704,0.0,12:47:15.100
12:48:45.309,0.0032001936851026903,0.0,12:48:45.313
12:50:20.957,0.0005696562421811157,0.0,12:50:20.957
12:51:42.023,0.00016194934199199426,0.0,12:51:42.023
12:53:12.427,0.002577364085681408,0.0,12:53:12.429
12:54:41.491,0.006356323544919963,0.0,12:54:41.497
12:56:12.038,0.006005621010364265,0.0,12:56:12.045
12:57:50.247,0.001317038213760789,0.0,12:57:50.248
12:59:11.618,0.0019535046704634434,0.0,12:59:11.619
13:00:40.474,0.0025790780634056165,0.0,13:00:40.476
13:02:05.425,0.0045448733586869305,0.0,13:02:05.430
13:03:27.112,0.0003457653796147801,0.0,13:03:27.113
13:05:04.427,0.0010169456749641592,0.0,13:05:04.428
13:06:36.142,0.0010541479304563147,0.0,13:06:36.144
13:08:07.955,0.002323014023462157,0.0,13:08:07.958
13:09:39.601,0.001080311719327049,0.0,13:09:39.603
13:11:07.250,0.0038139315505940226,0.0,13:11:07.254
13:12:31.016,0.0036657737210856385,0.0,13:12:31.019
13:13:59.559,0.00014215784518516858,0.0,13:13:59.559
13:15:30.989,0.000701526427028343,0.0,13:15:30.989
13:17:12.989,0.007604261498505542,0.0,13:17:12.997
13:18:43.052,7.085376205977187e-05,0.0,13:18:43.053
13:20:17.305,0.001324310659039896,0.0,13:20:17.307
13:21:00.0,0.005946164755299112,0.0,13:21:00.005
13:21:49.436,0.003249522572844965,0.0,13:21:49.439
13:23:13.319,0.0006808753871467907,0.0,13:23:13.320
13:24:46.841,0.0017713253599047282,0.0,13:24:46.843
13:26:12.847,0.0011019286399663573,0.0,13:26:12.849
13:27:37.622,0.0017528571318775148,0.0,13:27:37.624
13:29:11.364,0.004378867735361651,0.0,13:29:11.368
13:30:44.857,0.0015771168726360055,0.0,13:30:44.858
13:32:09.949,0.0013261347869655009,0.0,13:32:09.950
13:33:39.201,0.0007511527321046407,0.0,13:33:39.201
13:35:05.014,0.0005969996552710433,0.0,13:35:05.015
13:36:29.567,0.0015263651874039023,0.0,13:36:29.569
13:37:54.832,0.00016766812952526198,0.0,13:37:54.833
13:39:36.703,0.001971882537374736,0.0,13:39:36.704
13:40:56.677,0.0031086399582314545,0.0,13:40:56.681
13:42:28.156,0.00604589351905238,0.0,13:42:28.162
13:43:56.788,0.0022538878177464205,0.0,13:43:56.790
13:45:00.0,0.0013086004088904441,0.0,13:45:00.001
13:45:21.817,0.0012976429450891494,0.0,13:45:21.818
13:46:46.165,0.006644502557587504,0.0,13:46:46.172
13:48:17.904,0.0004637304246495245,0.0,13:48:17.905
13:49:35.707,0.0010359962999933513,0.0,13:49:35.709
13:51:09.381,0.00893022440577032,0.0,13:51:09.389
13:52:36.464,5.629547893588137e-05,0.0,13:52:36.465
13:54:12.567,0.002360164692694912,0.0,13:54:12.569
13:55:42.072,4.9792551614002136e-05,0.0,13:55:42.072
13:57:13.593,0.0007557812074363365,0.0,13:57:13.594
